Text,True_Label,Predicted_Label,Confidence
adorable but could be a little more expensive not worth it nice sturdy and functional great for the price,0,0,0.9987143
first film was ok but not a great movievery good movienice story but not the,0,0,0.9995098
"this handy and simple to use the only problem is that it comes with a small screw driver

i had to replace the tool with another one because the first one broke and the second one had no way to turn it on i ended up with this one

i love it i have it in my pocket and i have it with me on my car i just carry it with me everywhere i go the only thing i would change is the price i paid 80 for a tool but i really hate that i have to pay 80 for a tool i am glad i bought it because it is worth every penny it is a very good tool for the price i would recommend it for any person who needs a tool for a projectit works like a charm  i have used it for about a year and it still works  i bought the dewalt 6v in november of 2014  i have not used it yet  i just needed a power supply to power my furnace  i dont know how long it will last  i know it will be working for about a year or so  its not a huge deal but its a nice feature  i would recommend this product to anyoneworks great on my second door it is well made and it works great it comes with a cap and is a handy bit to use with a little bit of extra plastic the 2 wire side is heavy duty and the 3 wire side is solid it is very flexible i have been using it for a few months now and it is a little heavy to use on my 2nd door this is a nice tool to",0,0,0.99977833
i purchased this for my sons 3rd birthday he loves it he loves to throw it around and it seems to be a great size for him he can take it around the house and its great for him to keep on his car,0,0,0.99978787
i loved this skirt but it runs small  i was expecting a tighter fit but its a shame because the dress is a bit too small for me  the material is nice and soft and its not stiff like a lot of other dresses i own  the material is not,0,0,0.9997683
works great no complaints very similar to nintendo brand controller,1,1,0.9941598
i love this kit  my puppy is an aggressive chewer and i love that i can throw this thing so fast  i am using it with the tasers on a 4lb bag of dog food and she will not mind it  i have a 4 lb bag of dog food and it is great for her to keep in her mouth  she goes crazy for this,0,0,0.9997844
"watching a friends vacation slides may be an agreeable way to spend an evening but laurie r king tests readers patience with the same technique when she sends mary russell and her husband sherlock holmes to the moor

the title refers to dartmoor nearly 400 square miles of fields hills and treacherous marshes in the southwest of england conan doyle set the hound of the baskervilles there and king uses a rumored reappearance of the hound as the pretext for drawing her sleuthing couple there theyre summoned by the eccentric clergyman author and hymn writer onward christian soldiers sabine baringgould now nearly 90 and in failing health

but before the inquiry gets underway were given a long dissertation from mrs holmes about baringgould and dartmoor between the suspicious death of a local who wandered off the straight and familiar and the discovery of a body in the good ministers lake theres nearly 200 pages of russell reading baringgoulds books russell talking with the man and russell riding about the countryside and chatting up the locals getting to the heart of the hound mystery takes up the last hundred pages with remarkably little of the suspense which the novel advertises",1,1,0.9997514
over the christmas holidays i read several books celebrating the special holiday this particular book was so touching and brought back some of my childhood christmas memories the short stories were all different and unique to the particular author it was a beautiful look into their lives and most enjoyable,1,1,0.9979388
worth it have this guy at a farm property and it is rocking the farm has a few other repeaters from linksys but the signal goes far,1,0,0.9879032
"a few years ago i picked up a karin slaughter book and read it as jf i were eating a steak with fine wine  if you enjoy details about homocides and like tostay on the edge of your seat this is the book for you  karen can spin a story that makes the reader want to read more and more  not wanting it to end
in this debut novel karen demonstrates her ability to weave a huge web that eventually comes backtogether in synchronicity the characters show their emotions and are extremely protective of their own  great action with just the right amount of human and compassion",1,1,0.99976975
bought this set for my wife to snorkeling in the bahamas she did and the guide lead snorkeler told here this set was a top line one not the very best but really good so get yours today,1,1,0.99975616
this product is waterproof the material is easy to wash and is easy to clean i have one cat that loves to run around the house he is a very tall cat who is prone to scratching and biting his paws i have a very large cat that i use to play with i love it i have a german shepherd mix that can be a bit tough on her paws i have a great buy i highly recommend iti have a long haired cat and she is a very tall cat i have tried various brands of cat foods for,0,0,0.99976856
great slip resistant socks for the price  great quality for the money  i am 56 and the fit is perfect  the colors are true to the picture,0,0,0.99952555
thought it was good couldnt put it down  loved it  great read  cant wait for the next,0,1,0.8104247
div idvideoblockr1m60ehzybglcv classasection aspacingsmall aspacingtopmini videoblockdivinput typehidden name valuehttpsimagesnasslimagesamazoncomimagesia1o4ps7g6smp4 classvideourlinput typehidden name valuehttpsimagesnasslimagesamazoncomimagesia3spng classvideoslateimgurlnbspinput typehidden name valuehttpsimagesnasslimagesamazoncomimagesi81jx2w2p9wpng classvideoslateimgurlnbspi received this product as a free gift from amazoncom i received this product because i received this product as a free gift from amazoncommy cats love these  my dog is about 20 lbs  he was very picky about his food so i would give him a food with a more natural flavor  he would eat a lot more of his food without the trouble  i was worried that this might upset his stomach but it did not  i will be buying more of thesethis is a good product  its a little smaller than i expected and theres a,0,0,0.9751585
i loved lacours hold still and boy did i love this one too colby is such a great narrator he loves bev she has been his best friend since forever and he cant wait to go on tour with her all girl band the disenchantments before he and bev tour europe they have decided not to go to college like everyone else the other band members are alexayounger sister to meg and still in high school and meg will be dropped off to college at the end of the bands tour while colby is the driver of his uncles prized melinda setup guy and go to guy for everyone he is an awesome artist so is bev which makes it even more difficult when bev acts very strange at the start of the tour and tells colby she applied to risd and will attend in the fall colby is stunned because bev gives him no explanation but meg and alexa make him feel great they go to some interesting stops on their tour get involved in trying to solve a tattoo mystery and meet some different people places etc there were so many great quotes colby sees things and his comments are insightful thoughtful yet you know he is clamoring to find some meaning in this tour and what should he do now that they are not going to europe the more i found out about colbys friends and what made them unique lacours writing setting characters were all so memorable i am not into tattoes still am not after reading this book but i do like the murals and graffiti artistry,1,1,0.94413495
needed something so my 3 cats cant go swimming in the water this is the only one they will go swimming in i am using it for the first time in a long time now they are still swimming in the water but its not very active the cats love this food they have a variety of things in the house and it is a great way to get them to eat,0,0,0.99978
im not saying the storylines are bad but the plots are either boring or just plain boring the story is basically the same as the first film except with a different cast the movie takes place in the future where the earth is being destroyed this movie is still very good but the story is completely different,0,0,0.99976605
these straps came in today look and feel great i had to go over the straps to look for any loose threads to burn away some hang i always do with new stuff to help prevent anything coming unsewn and i found a few that could have become an issue way down the road but all in all these straps look great and really good in comparison to the nature hang outs hammock straps that i have,1,1,0.9997701
excellent easy to read id tags that offer a sense of security for pet parents if a beloved pet inadvertently escapes and gets lost,1,1,0.99930286
if the product is genuine it will be very comfortable for a long time i would recommend i bought this for my son who lives in the north dakota area he is 53 and 175lbs and this size fits him perfectly he loves the color and the fit,0,0,0.9997776
i purchased this foam roller for my daughter it is a great product for her it has a nice feel and the foam roller,0,0,0.9997789
"i got these for my husband to try he works with his hands a lot and also lost his other wedding ring its because he would take it off for work so he didnt mess it up figured a silicone ring would be great turns out he loves it he doesnt fiddle with it like his previous ring he can easily do his work workout clean etc without needing to take it off it easily washes so no fancy polishing needed we like the multiple colors as well it can be coordinated with the outfit he is wearing

i received this product for free or at a discounted price for my honest unbiased feedback",1,1,0.99977607
i have an incredibly picky eater  she eats her food in her bowl but this one is a little too heavy for her so i have to put it in a bowl and leave it there  its a little thin on the bottom but its not too bad  im not sure if the flavor will make her eat more but ive had it,0,0,0.99978167
i wrote a review b4 but amazon didnt accept iti was horribly angry so it wasnt published i bought this costume for my 4yro daughter who was in love with it me i hated it its very shiny like foil it tore in one day and kept tearing it was a little big but thats how i wanted so itll last i threw it in the trash about 4 months after purchasing it it really isnt sturdy or tasteful  hope you like my review now amazon wish i took a pic of it before i threw it away,1,1,0.999775
ive been waiting to see this movie for years and ive finally watched it i was just blown away by how the film unfolds there are some scenes where the actors are very believable but its a little hard to tell how they came to be this is a great movie for the whole family i have to say its a great movie for kids to watch id recommend it to anyone who has not seen the movie and they will be hookedthis is a great series for kids to watch the kids will enjoy the story the characters the action the action and the action,0,0,0.9997844
"it was the exact color of the light bulb which i chose

the light bulb is a 6 bulb so i am using it in the light fixture",0,0,0.99973875
its very comfortable im always hot so i do have to turn it once in awhile during the night its just mewhen i do move it just a little its nice and cool ive not had any neck issues since it arrived and i slept on it the first time i can hardly wait to go to bed and put my head on it at night i would suggest that if you have an issue with any pillow you are using you might want to give this a try,1,0,0.9980324
ok the actors are good but i expected something else in this movie the german soldiers and officers are just too kind  i dont think that finally the whole story is believable dont expect the usual war movie with this oneyou will finish in a court room mostly  its full of moraljusticepridehonourseen in far better acts before to endthis movie could have lasted 130 instead of the 2 looooooonnnnnngggggg hours  an eternity,1,1,0.999678
what arrived to me was a little smaller than i expected but it was perfect for the price great product great price i am a huge fan of tootlemania and this is by far my favorite it is a perfect size for my daughters and is perfect for her to play with,0,0,0.99976736
"a bit of difficulty w assembly  alignment was tough but w a little patience all is well

sturdy and well made
big plus i did not smell any chemical residue like some wood toys have upon set up

i love that my daughter can see all the rooms and access rooms w ease

great value w furniture included",1,1,0.99977106
i love this dress so much that i ordered this one for a wedding i will be attending in april i did have to have some alterations done to it for the custom fit i wanted a snap closure for the breast area and the sleeves shortened i have a body contouring shaping slip with a built in bra perfect,1,1,0.9995377
this is a minichair not a real chair it is a full chair that is comfortable,0,0,0.999754
this is a fantastic prime lens the wide angle is good enough to make a difference in the photos,0,0,0.9996865
i ordered these originally as a gift and they fit perfectly  i also have a large bust,0,0,0.999757
i bought these to use on my garage door opener i also used them for the door opener,0,0,0.99977857
it works fine and is really cheap so i cant complain,1,1,0.99872285
im an oprah junkie so i absolutely loved this her whole background is so tragic i knew quite a bit about her before reading this but i definitely learned more details i had no idea she had a brother that died and that was a very sad story the last chapter on life lessons from oprah is worth keeping somewhere for inspiration great intro read into oprah world,1,1,0.9997757
this is finally the best waste option in south texas i found it is amazing stuff and comes in handy when i do not have sanitation great for camping boating and emergencies,1,1,0.9997527
better and much cheaper in price then other dolls of the same size,1,1,0.99780124
"i was very excited to read this book i have recently become the manager of a business and have been having a hard time trying to figure out how i should treat and deal with my staff its a small office and so we are have constant contact with each other and i have found it hard to strike the right balance between friend and boss many times i have felt uncomfortable when wanting to address something with one of my employees this book has been invaluable to me in that it has given me a lot to think about and put into action i like that there is a timeline so there are different questions to ask myself each day so that i just dont do a 180 in 24 hours my employees may just walk out on me then

this book really made me identify to myself why i am the boss what skills i possess to help this business and to take ownership of that i would recommend this book to anyone who wants to work on their management skills

the author asked me to read and review this book and i am so glad he did this is my honest review and i highly recommend the book",1,0,0.5816394
i am amazed  these are light and comfortable they will not fit out of the box   the headphones design has rings that you can remove and shave down so the pads fit 14 inch of ring will hold these pads perfectly exercise caution when stretching the pads over the rings they can tear easily  after getting the pad onto the ring just snap it back onto the ear piece,1,1,0.99977046
never give your camelback to a friend let them ride for a while just in case,0,1,0.5767964
i purchased this and set it up as an external hdd for my computer and i am pretty happy with it  the drive itself is solid and the ssd is solid  the only thing i would change is that the size of the drive is adjustable  i would also have liked to have a usb 30 hub but the hub is not compatible with this unit  i just installed a new ssd and the drive is on and running with no problems  the drive is very stable and i have no problems with any of the features,0,0,0.9997733
fantastic design no debris falls out with the ends designed as they are,1,1,0.96857655
i bought these after purchasing a new taurus and using them in a macbook pro  they worked well  the only thing i wish is that you could use a keyboard and mouse with these  it will be a pain to use them as i dont have a lot of space to put them on,0,0,0.99974936
"i hesitated to buy this but i thought it would be a nice addition to the litter box

i had to replace the cat litter with the plastic one

im not sure if its because the cat litter box is too big or because its too small

ill have to try it out

im not sure how it will work for my cat but im sure it will

i will update if i have to buy another one

update i will buy another one for my cat",0,0,0.999777
this is a story about a young girl with a history of being a killer she is one of the few survivors the story moves at a steady pace and the characters are strong and interesting the author does a great,0,0,0.99978215
"the two michael powell directed pictures in classic british thrillers give good indication of the great work hed produce later although they are somewhat hampered by small budgets the james and pamela mason murder mystery is quite engaging

synopses

the phantom light  the lighthouse keeper at a quaint welsh coast village dies mysteriously and his lighthouse is now supposedly haunted an unexplained light keeps shining on the scene of his death the storys atmosphere is literal with lots of blanketing fog plus a murder mystery thats equally shrouded and obscured primarily filmed within a lighthouse this whodunit has more than its share of ethnic humor

red ensign  leslie banks plays a somewhat pushy manager of a shipyard whose revolutionary boat design encounters much opposition and skullduggery from the competition and his own financers

the upturned glass  a story told in flashback neurosurgeons affair with a married woman ends with her defenestrated death suspecting the womans sister is involved the surgeon plots revenge on her easily the best of this small collection cowritten by pamela mason

a datahookproductlinklinked classalinknormal hrefclassicfilmnoirvol310moviepackdpb000ul61kmrefcmcrarpdrvwtxtieutf8classic film noir vol 3  10 movie packanbspfrom st clair contains one very fine britishmade suspense movie plus many other unusual stories

parenthetical numbers preceding titles are 1 to 10 viewer poll ratings found at a film resource website

53 the phantom light uk1935  binnie halegordon harkerian hunterdonald calthropmilton rosmer

58 red ensign uk1934  leslie bankscarol goodnerfrank vosperalfred draytondonald calthrop

65 the upturned glass uk1947  james masonrosamund johnpamela masonann stephensmorland gray",1,1,0.9997719
"i dont know anything about this the only thing i know is that this is a very powerful flashlight if you want to get a powerful flashlight the telus is the way to go

update

i was thinking about buying one of these the reviews said it was a great flashlight but its not i ordered one to see how it holds up against my keychain and im glad i did its very bright very bright",0,0,0.99978966
"my daughter loves it but its not very durable

the only reason i gave it 4 stars is that its a bit small but if youre a 4 year old it would be great",0,0,0.999782
"even though we arent supposed to love the characters they are all so well written i just cant get enough of the stories and this is the first one ive read by this author

this story is a perfect story for the holidays and for those who love christmas with a bit of family fun i cant wait for the next one to come outi received a free copy of this book from the author for my",0,0,0.999739
in itempting her fake fiancei we meet stasia a small newspaper reporter and blogger who has just come out of a divorce she is in las vegas getting an interview with the highly sought after evan stone evan is grappling with issues concerning his family needing him to be the man of the house when he meets stasia his guilt is what catapults him into the idea of faking their engagement while in turn helping her build more confidence and shoving it in her exhusbands face publicly i thought the premise behind the story was great but when it came down to it it kind of did play out just like a lifetime romance movie to me now as i say that it doesnt mean that the story wasnt cute but it was just cute to me  it had some juicy x rated scenes but all in all it was mostly a demure chemistry between the two that turned into a lovely love story in the end the two will end up finding something that neither of them expected or really wanted,1,1,0.9997179
does a great job of keeping the suction on i also love that it doesnt slide,0,0,0.9997619
i purchased this pan for my wife and she loves it  she also loves the fact that it is so small  i am using it for the first time in a 4x6 pan  it is perfect for a small kitchen  i love how it keeps the food warm and a bit cold for a short time  i have made a batch of cookies and they are very cute  i have not used it for any other type of cookie making so i dont know how it will hold up  i am very happy with it  i have a larger pan but it is perfect for my needs  i would highly recommend itthis is a great product  i have to say it is not the most durable liner,0,0,0.9997702
reading this book is like reading an academic biography which is a boring book i am not a major fan of the book the book is written as if it were a biography but it is a detailed account of the life of a young man this is a very good book i was looking forward to reading the book but had to wait a bit for the ending,0,0,0.99977535
nice looking and not too hard to constructbut made out of very flimsy particleboard and cheap inferior material the veneer was soooo thin that it is almost not there there were many chinks and damaged surfaces in the top piece and the whole thing is just not good quality,1,1,0.99976116
great movie one of the better ones ive seen in a long timethis movie was one,0,0,0.9996723
great camera backpack i wanted something to carry with me in the car or my bag i just wanted a pair of ear buds the bose is the perfect fit,0,0,0.99968386
great fan made by a good company and very comfortable the only reason i gave it 4 stars is that the plastic parts are too small to fit comfortably inside the case the case is made of plastic and i would think it would be ok to extend the case for the fans the only thing i would change is to make it compatible with the wifi standard for my laptop,0,0,0.999767
basically silly movie which tries to be funny not too many people make it funny,0,0,0.99711096
"my daughter likes the 2012 barbie holiday doll  she said that the doll is very pretty because of the more dramatic makeup and her hair comes curly which is fairly unusual

the only downsides were with the packaging it was hard to open without messing up the dolls hair and it was easy to lose the shoes we accidentally threw the shoes away but fortunately we found them before it was too late",1,1,0.9997725
it was ok but it was an entertaining movievery good movienice story but not,0,0,0.9995177
"im a buffy novice watching only the movie last year i had successfully avoided the buffy phenom year after year perhaps it was the undue influence of a certain person that worshipped the shows as the best thing on but it took my current boyfriend to turn me on to the slayer and her gang of dogooders that has made me a complete convert i stand in the awe of buffy
since i have no other seasons with which to compare this first season i must say this is a delectable funny group of episodes setting the course of the show sarah michelle gellar proves her talent early on giving buffy the appropriate menace and high school angst she clearly carries the show on her shoulders yet carries that mantle with utmost professionalism her cohorts are equally compelling alyson hannigan plays willow a selfconfessed computer geek with a sense of wonderful innocence nicholas brendon gives xander a loveable loser dignity  anthony heads giles knowitall librarian is stuffy and fun
the twelve episodes stand up well with only a couple of brain scratchers in the mix the first two set up the series and its characters very well some of the favorites included the angel episode that finally helps solve the mystery of the character while seemingly adding more to it and nightmares where seemingly bad dreams enter reality one particularly odd episode was the pack where hyenas seem to enter a group of students as they proceed to reign havoc over sunnydale but i didnt buy it
overall you can see the promise of this series in these early episodes i was pleasantly surprised at the developing sense of humor that seemed to grow with each episode i really enjoyed the comraderie between all the main characters as they fight both those hideous hellmouth demons and the trials and tribulations of puberty overall its been an enjoyable experience
im eargerly awating to watch season two on dvd now and find out what happens to buffy and her gang",1,1,0.9997712
you will need a crimper  i have an old one that came with my ipad mini and it doesn,0,0,0.9993457
"these motion night lights are the best

im not the one that likes lights running at night i like it dark to sleep and even a nightlight in the bathroom glowing is too much light for me  i installed at first one of these in the bathroom and loved it so much i had to buy more packs so we could put one in the kitchen on the basement stairs laundry room and additional bathroom

the light turns on only when you need it when your in the room  the light is plenty bright to see what you are doing in the bathroom not for reading though but not too bright to wake you totally up at night  it turns on and runs for about 45 seconds unless additional motion is detected

i find myself leaving the lights off when i go into the basement as the motion nightlight is plenty bright enough for me to sagely climb the stairs or walk in the basement without fear of tripping over the pet

i had some relatives over and one of them commented on the nightlight so much that i ended up giving her one for her own home  she afterwards commented how much she loved having it  simple devices make life so much easier

pros
 low voltage led
 uses very little power
 will illuminate a 10x8 bathroom no problem not a reading brightness though
 only on when you want it on
 bright enough to see what you are doing without waking you up too badly at night
 youd better buy the multipack or youll be buying again
 runs for about 45 seconds unless more motion detected
 have been using now for about 2 years without a failure

cons
 wish i had found these a long time ago i hated the 7watt nightlights
 cat runs by it to see in her litter box i though they could see well in the dark",1,0,0.6307847
love everything about the bike  the only problem is that it comes with a small screw that is a little too tight  the clamp that holds the bike in place is very large and its difficult to use in the field,0,0,0.9997757
tabatha loves these  they even get her back from neighbors yard over 9 wall  and from everywhere else in house or yard  most importantly  stops her from biting our toes,1,1,0.999757
a high quality saw blade for making box joints  dado cuts at a reasonable price,1,1,0.9997372
as this is common item it is a very comfortable item  my dog loves it and we have two small dogs  the bowls are made of plastic so it is easy to clean  it is a good size for dogs that,0,0,0.9997851
easily paired with my smartthings hub the only problem is that its only a couple of hours i had to replace the bulb with the new one so its not that big a deal,0,0,0.99978
this was the best camera i have ever had to date stop reading reviews and just get it you will not regret it a bit once i started using it i find i cant put it down i cant wait to continue to build my lens collections just so i can continue to amaze myself with this masterpiece love it,1,1,0.99974746
nice set well made and installs easily just the right look for my newly remodeled bathroom,1,1,0.9857556
ive already returned this case the bottom piece would not say snapped on at all the keyboard cover was great and the colors of the case were vibrant and really flashy if the bottom piece was fixed this case would be great but as it is save your money,1,1,0.9997267
appears well made in commt that its an inch longer than a standard toilet seat,0,0,0.7119766
this would make a beautiful gift the only problem is that its not really a vacuum but a pair of the best vacuum bags i have ever owned this vacuum is very powerful,0,0,0.9997713
love this quilt i have had it for a year and i still love it i have one in my bathroom and the other in my office,0,0,0.9997725
this story was exciting from the get go  why couldnt men like that be real  only makes you want to live in books  can only dream of having someone like that  now to get back to real life,1,1,0.99973863
i bought these to keep from talking to my neighbors i walk the dog 6 days a week for exercise i found if i walked during the day every annoying ass neighbor for 6 miles wants to talk to me so i bought these and listen to music while i walk the noise isolation isnt extreme because i can still hear cars coming and my idiot neighbors calling my name the cord is wicked long its almost annoying i got no cable wrap in the box like some other guy on here they are big and stretch over my big melon head to completely cover my ears luckily they look huge so my neighbors can see i have them on and they dont think im ignoring them they weigh nothing some idiots probably think that means they are cheaply made they are quite well constructed get a pair you wont regret it,1,1,0.9997812
i have read others in this series and am very pleased with how they handled the situation  the story is told from the point of view of the heroine and the reader  this is a very well written story  i would recommend iti really enjoyed this book  i love a good mystery with a good twist  i have read a lot of nora roberts books  i have read all of her books and am looking forward to reading a few more of her books,0,0,0.99977297
this was a gift for a friend and she loved it  she also loves the music and the,0,0,0.9997689
my boys love their little cars the pieces are sturdy and the cars are just the right sizei bought this for my son for christmas and,0,0,0.999754
these things are so cheaply made the only reason i gave it 4 stars is because i just cant get it to connect the only way to get it to work is by going to the website and copying the file to your computer otherwise it is very easy to find and usei bought this as a gift to my wife for her birthday and it is a great deal she loves it and she has not had any problems with it i have a camera in the car and it is very easy to set up she will use it everyday for our school and she loves it she has found that it is really easy to set up and use we have a lot of different cameras and this camera does a great job,0,0,0.9997781
my parakeets had babies finally and it was the best part of the whole experience i was just starting to get nervous about the house but theyre still alive so it was a great experience ill definitely be buying more of this onei bought this for my dog for the second time  he is the most playful dog and i have had to start him on his first one  this one has held up pretty well  he likes to play fetch and jump on it  it is easy to put on does not move and it does not feel like a snooze collar  i have used it a couple of times,0,0,0.9997776
from the photo i expected this to be taller it says 11 high but i measured it and its not that tall the color is good and quality seems good but for this small size it is way overpriced,1,1,0.9997193
you really cant go wrong for the price i have two cats the older one doesnt really pay attention to it except when i add more catnip the younger one loves it and uses it all the time she actually sits on it great value ill be buying another one soon,1,1,0.99934417
my kids love dinosaurs we had something similar that we purchased from a museum but some of them went missing so we got these as a replacement more than half of them were deformed and had no faces,1,1,0.9993923
i fed a tiny bit of this to 2 nothobranchius guentheri fry baby killifish they had been doing fine on freshly hatched fairy shrimp for 3 days so i figured it was time to move them up to a slightly larger food within 1 hour of feeding this stuff both fish were dead,1,1,0.99976057
first time using this brand it works beuatifully initailly used it full length 50 feet and no issue will be using it in different lengths soon,1,1,0.9992192
works seems durable hard to find an easy way to put it in a pocket,0,0,0.99969554
so happy with this dress  i wear a 10 in this dress and it fits perfect  the material is soft and the fit is perfect the waist is a little loose and the dress is a little smaller than i thought it would be i will be ordering another in the same color i love the color and the fit,0,0,0.99977833
i love this scale its easy to use i need two if i would have known that bed bath and beyond also carried this brand i could have saved myself the shipping cost there are several youtube videos that will also help answer any questions you may have,1,1,0.9993699
"i purchased this for a kid who was into swimming he loves it he loves to throw it around and we had a lot of fun with him he loves to take it around the house and take it everywhere hes a bit of a swing boy and it was fun for him to take it around with him

i had to order a second set",0,0,0.99977964
nice wrap for cheap plastic parts the stand bearly stands by itself would def avoid buying it,1,1,0.99971884
to be honest i was a little disappointed with the quality of the product but i was pretty impressed with the quality the plastic parts are solid and the plastic part looks great the metal part is well made and looks good on my rifle i would recommend this to anyonei bought this to replace the one i had installed on my mp shield  it has great features and is great for shooting at range  the only reason i gave it 5 stars is because it was very easy to install  the included clip does not fit on the case  this is a bad design and should be fixed  the next time i shoot ill get another one of these for my shield  the belt does not come with the clip  i had to go to the store to get the clip  i was going to buy a second one for my shield but that was not a deal breaker  it is good for a little practice but not a great purchase  the clip is not flexible enough to handle the recoil of a gun  the metal part is very easy to install and the clip is easy to install and remove  i would recommend this to anyone who is considering this purchasei like this because its a little small for a small back pack but its perfect for a long day hike,0,0,0.99978524
this is a great box set for the whole family i will keep this in my collectiongreat movie,0,0,0.9996978
the great charcoal for a typical aquarium and value priced however dont use it on low ph aquariums like tetras or discus as if you have the ph adjusted down this will raise it i soaked it for a week and rinse before and after the soak to help prevent the ph change but it happened anyway,1,1,0.9997757
"i adore the lord peter series of books by dorothy sayers i found this to have a darker feel to it than most  perhaps due to the lowering skies under which its set the plot is as ever complex  wellstructured and you learn a lot on the side if you wish about campanology and about what life could be like in the wet lands of norfolk the whodunnit is not in any way obvious another characteristic of sayers writing and the characters are beautifullydrawn this is a book that ive already read several times and which ill enjoy as much the next time i turn to it

incidentally the story does not involve clothing or any form of haberdashery",1,1,0.9997675
the strangest bra ever this bra made me look like i had torpedoes under my shirt  i returned it,1,1,0.9946207
i wish the product could be more professional quality  i will keep my reviewvery prettyi bought this for a friend and she is very pleased with the quality  the color is beautiful and the,0,0,0.99973565
"these ice packs are perfect for my family we are slowly integrating our children into school after years of homeschooling and now have to deal with sending a lunch  mostly sandwiches or other cold items i needed something to keep the food cold for just a few hours but not too bulky either

these thin bread size ice packs are perfect they are less than  thick and like i said the size of a slice of bread they fit perfectly into a bento lunchbox we own and even a small metal box i have included pictures so you can see plus being so thin a sandwich or other food items still fit in the container so many of my other ice packs are bulky and take up so much room i have no space left for the food

the ice pack stays cool long enough to keep the food chilled until lunch time and if i feel the food needs some extra coldness due to the thin nature of the ice pack i can place one on the bottom and one on the top

they are easy to clean i just rinse them off or if they get quite a bit of food on them i just wash in some sudsy water they rechill quickly in the freezer and are always ready for the next day plus again due to the thinness they do not take up a huge amount of space in my already cramped freezer and the best part being a hard plastic they do not get holes and leak all over i have had way too many ice packs leak

one thing id like to add is the ice pack has a food side and a lid side i dont see a difference

pros
thin less than  thick
size of a slice of bread
keep food cold for at least 4 hrs
hard plastic and do not leak
easy cleaning
do not take up a lot of space in the freezer

cons
do not stay cold all day

i was given the ice packs for free in exchange for my opinion and review",1,1,0.9997594
"the first delivery arrived with spider web cracks running through it  the screen protector is glass and while it is adequately packaged for normal shipping i suspect that the corner of a box on the delivery truck caught it  the return process was very quick and easy  once i received the replacement installation was simpler than many plastic protectors ive worked with on other devices  i like the feel of the glass versus the usual plastic protectors

this is the third moko product that ive purchased all three products appear to be of high quality materials and design",1,1,0.99967444
i bought these to secure our 24 powerboat to the trailer they work great easy to attach and ratchet and easy to release i wanted marine grade selfretracting tiedowns and these fit the bill perfectly,1,1,0.99974793
dean koontz is terrific he has an amazing story and a good story this is a must read i read this book in the middle of the night and it was great,0,0,0.99977404
the author does a very good job of giving the reader a full picture of the characters and the world the story is well written and the characters are well developed i would definitely recommend this book to anyone who enjoys historical romance this was a very good story the characters were well developed i liked the story and the storyline i hope it continues to be a great series,0,0,0.99976605
"perfect adapters at an unbeatable price

remember these do not step updown voltage if your device is 110v us and you use these to plug into 220v eu it will destroy your device

make sure your appliance is rated to the power source including the frequency 50 or 60hz depending on country frequency will not immediately destroy your device but will definitely shorten its life

device input power requirements should be on the cord or where it plugs into the body",1,1,0.9997644
"first off im a cable cutter got tired of paying big  for basic tv  kept my internet so netflix and amazon are my primary movie outlets

wanted the antenna for local newsweather and sports

with that said i was very skeptical purchasing this contraptionso when it arrived i was even more nervous as the antenna is literally paper thin with a black and white side  anyway mounted it at the very top of my ceiling to give it every opportunity to succeed they do give you a nice amount of cable so that you can mount fairly high up attached end of cable to tv set to air and had the tv do its air scan and about 2 min later i have over 20 free channels  local news sports shopping channels fox and few others that im not really sure what they arethe picture and sound quality is amazing as wellalmost as if i had hd cable  i am very impressed with this and just purchased two more one for the bedroom and the family room

the tv i used this antenna on is a 50 inch hd lcd tv",1,1,0.9997768
our groomer said our old dog had dry skin and this spray did the trick and our younger dog enjoys the spray too,1,1,0.9997503
with the 5piece set i had an easy time getting it to work  the yellow button has a nice touch,0,0,0.999782
still going strong  work perfect the only problem is that its not really a hinge but,0,0,0.99976975
love it of all the things i love about the sound of this speaker its the,0,0,0.99968004
"it seems to me that this movie is an attempt to take a lot of the elements from the original as well as the original theatrical version and put them into a new light the story is well told and the acting is outstanding there are some very funny moments the movie also has a very good twist at the end which is a very good twist at the end

overall i liked it  im not sure id watch it again but if you like comedy its not hard to find  just dont let the movie get too old or too old for you  a must see for any comedy loveri love the actors in this movie  they are all great  this movie is one of those movies that will leave you with a feeling of the writers directors actors and the actors  you will enjoy watching it over and over againthis is a movie that is good for kids i bought it because of the movie sex and the city and because it was a good movie the movie was a little slow",0,0,0.9997845
its good not as bouncyas i would like it to be but not bad for the,1,0,0.9984465
love the movie not the actual movie the movie is a mere plot device i dont care for plot devices the movie is a movie the movie is a movie the movie is a movie its a movie,0,0,0.9997577
these are so nice sturdy like the color choices too,1,1,0.9996437
"it pains me to give this book 3 stars because it is a boring book but i just cant get into the story the characters are boring and the plot is dull the story is told in the first person which is a bit confusing the story starts off slow and it goes downhill from there

the story is told in the first person and it is very predictable the story starts out pretty",0,0,0.9997725
the package came in pretty fast it took a little over 3 days to get here came packaged in a big box and only saw a minor dent in the corner but boxes tend to do that with a small drop or so it was wrapping really nicely and you can see everything it comes with im hesitating to open it or keep it in mint condition and buy another one i can actually open comes with the little sylveon figure and 4 booster packs which i found pretty cool really loved it so much that i took a picture of it on my instagram haha recommend his if youve wanted every single eevee form and a couple more cards,1,1,0.9997533
